player,team,number,position,height,weight,last_attended,country,birthdate,experience,draft,profile_url,is_active,is_free_agent,is_retired,headshot_url,legacy
Chris Douglas-Roberts,,,Guard,6-7,210,Memphis,USA,"January 8, 1987",7 Years,2008 R2 Pick 40,https://www.nba.com/player/201604/chris-douglas-roberts,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Sekou Doumbouya,,,Forward,6-9,230,,France,"December 23, 2000",4 Years,2019 R1 Pick 15,https://www.nba.com/player/1629635/sekou-doumbouya,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Lloyd Dove,,44,Forward,6-8,198,St. John's (NY),USA,1945-08-16T00:00:00,2 Years,1967 #4,https://www.nba.com/player/76592/HISTADD-sonny-dove,False,False,True,,True
Zabian Dowdell,,22,Guard,6-3,191,Virginia Tech,USA,"September 10, 1984",2 Years,Undrafted,https://www.nba.com/player/202220/zabian-dowdell,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Bill Downey,,,Center,6-6,210,Marquette,USA,1923-11-11T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/76593/HISTADD-bill-downey,False,False,True,,True
Steve Downing,,32,Center,6-8,225,Indiana,USA,1950-09-09T00:00:00,2 Years,1973 #17,https://www.nba.com/player/76594/HISTADD-steve-downing,False,False,True,,True
Jeff Dowtin Jr.,PHI,11,Guard,6-3,177,Rhode Island,USA,"May 10, 1997",3 Years,Undrafted,https://www.nba.com/player/1630288/jeff-dowtin,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Danny Doyle,,14,Forward,6-8,200,Belmont Abbey,USA,1940-02-06T00:00:00,1 Years,1961 #44,https://www.nba.com/player/76595/HISTADD-danny-doyle,False,False,True,,True
Milton Doyle,,14,Guard,6-4,180,Loyola-Chicago,USA,"October 31, 1993",2 Years,2017,https://www.nba.com/player/1628495/milton-doyle,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
PJ Dozier,,,Guard-Forward,6-6,205,South Carolina,USA,"October 25, 1996",6 Years,Undrafted,https://www.nba.com/player/1628408/pj-dozier,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Terry Dozier,,23,Forward,6-9,210,South Carolina,USA,1966-06-29T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/76596/HISTADD-terry-dozier,False,False,True,,True
Goran Dragic,,31,Guard,6-4,190,Union Olimpija,Slovenia,"May 6, 1986",16 Years,2008 R2 Pick 45,https://www.nba.com/player/201609/goran-dragic,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Zoran Dragic,,12,Guard-Forward,6-5,200,Malaga,Slovenia,"June 22, 1989",1 Year,Undrafted,https://www.nba.com/player/204054/zoran-dragic,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Greg Dreiling,,50,Center,7-1,265,Kansas,USA,"November 7, 1963",10 Years,1986 R2 Pick 26,https://www.nba.com/player/1068/greg-dreiling,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Henri Drell,,77,Forward,6-9,220,Victoria Libertas,Estonia,"April 25, 2000",2 Years,Undrafted,https://www.nba.com/player/1630929/henri-drell,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630929.png,False
Bryce Drew,,,Guard,6-3,184,Valparaiso,USA,"September 21, 1974",6 Years,1998 R1 Pick 16,https://www.nba.com/player/1724/bryce-drew,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
John Drew,,22,Forward,6-6,205,Gardner-Webb,USA,1954-09-30T00:00:00,11 Years,1974 #25,https://www.nba.com/player/76598/HISTADD-john-drew,False,False,True,,True
Larry Drew,,10,Guard,6-1,170,Missouri,USA,1958-04-02T00:00:00,10 Years,1980 #17,https://www.nba.com/player/76599/HISTADD-larry-drew,False,False,True,,True
Larry Drew II,,1,Guard,6-2,180,UCLA,USA,,,,https://www.nba.com/player/203580/larry-drew ii,False,False,True,https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png,False
Clyde Drexler,,22,Guard,6-7,222,Houston,USA,"June 22, 1962",15 Years,1983 R1 Pick 14,https://www.nba.com/player/17/clyde-drexler,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/17.png,False
Nate Driggers,,27,Guard-Forward,6-5,215,Montevallo,USA,"October 12, 1973",1 Year,Undrafted,https://www.nba.com/player/1041/nate-driggers,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Terry Driscoll,,7,Forward,6-7,215,Boston College,USA,1947-08-28T00:00:00,5 Years,1969 #4,https://www.nba.com/player/76603/HISTADD-terry-driscoll,False,False,True,,True
Predrag Drobnjak,,14,Center,6-11,270,Efes Pilsen,Serbia,"October 27, 1975",5 Years,1997 R2 Pick 48,https://www.nba.com/player/1542/predrag-drobnjak,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Ralph Drollinger,,52,Center,7-2,250,UCLA,USA,1954-04-20T00:00:00,1 Years,1978 #105,https://www.nba.com/player/76604/HISTADD-ralph-drollinger,False,False,True,,True
Andre Drummond,PHI,1,Center,6-11,279,Connecticut,USA,"August 10, 1993",12 Years,2012 R1 Pick 9,https://www.nba.com/player/203083/andre-drummond,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Dennis DuVal,,21,Guard,6-3,175,Syracuse,USA,1952-03-31T00:00:00,2 Years,1974 #30,https://www.nba.com/player/76623/HISTADD-dennis-duval,False,False,True,,True
Chris Duarte,,,Guard,6-5,190,Oregon,Dominican Republic,"June 13, 1997",3 Years,2021 R1 Pick 13,https://www.nba.com/player/1630537/chris-duarte,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630537.png,False
Alex Ducas,OKC,88,Guard,6-7,220,St.Mary's College of California,Australia,"December 11, 2000",Rookie,Undrafted,https://www.nba.com/player/1642505/alex-ducas,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Dick Duckett,,10,Guard,6-1,185,St. John's (NY),USA,1933-03-25T00:00:00,1 Years,1957 #9,https://www.nba.com/player/76605/HISTADD-dick-duckett,False,False,True,,True
Kevin Duckworth,,00,Center,7-0,300,Eastern Illinois,USA,"April 1, 1964",12 Years,1986 R2 Pick 33,https://www.nba.com/player/404/kevin-duckworth,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/404.png,False
Charles Dudley,,5,Guard,6-2,180,Washington,USA,1950-03-05T00:00:00,6 Years,1972 #76,https://www.nba.com/player/76607/HISTADD-grasshopper-dudley,False,False,True,,True
Chris Dudley,,14,Center,6-11,260,Yale,USA,"February 22, 1965",17 Years,1987 R4 Pick 75,https://www.nba.com/player/201/chris-dudley,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Jared Dudley,,10,Forward,6-6,237,Boston College,USA,"July 10, 1985",15 Years,2007 R1 Pick 22,https://www.nba.com/player/201162/jared-dudley,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Terry Duerod,,40,Guard,6-2,180,Detroit,USA,1956-07-29T00:00:00,4 Years,1979 #48,https://www.nba.com/player/76608/HISTADD-terry-duerod,False,False,True,,True
Bob Duffy,,17,Forward,6-4,175,Tulane,USA,1922-07-05T00:00:00,1 Years,1962 #10,https://www.nba.com/player/76609/HISTADD-bobjohn-duffy,False,False,True,,True
Bob Duffy,,,Guard,6-3,185,Colgate,USA,1940-09-26T00:00:00,3 Years,1962 #10,https://www.nba.com/player/76610/HISTADD-bob-duffy,False,False,True,,True
Chris Duhon,,21,Guard,6-1,190,Duke,USA,"August 31, 1982",10 Years,2004 R2 Pick 38,https://www.nba.com/player/2768/chris-duhon,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Duje Dukan,,26,Forward,6-9,220,Wisconsin,Croatia,"December 4, 1991",2 Years,Undrafted,https://www.nba.com/player/1626251/duje-dukan,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
David Duke Jr.,SAS,7,Guard,6-4,204,Providence,USA,"October 13, 1999",3 Years,Undrafted,https://www.nba.com/player/1630561/david-duke-jr,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Walter Dukes,,23,Center,7-0,220,Seton Hall,USA,1930-06-23,8 Years,1953,https://www.nba.com/player/76611/HISTADD-walter-dukes,False,False,True,,True
Joe Dumars,,4,Guard,6-3,195,McNeese State,USA,"May 24, 1963",14 Years,1985 R1 Pick 18,https://www.nba.com/player/247/joe-dumars,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Richard Dumas,,7,Forward,6-7,225,Oklahoma State,USA,"May 19, 1969",3 Years,1991 R2 Pick 46,https://www.nba.com/player/30/richard-dumas,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/30.png,False
Tony Dumas,,,Guard,6-6,190,Missouri-Kansas City,USA,"August 25, 1972",4 Years,1994 R1 Pick 19,https://www.nba.com/player/434/tony-dumas,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Andy Duncan,,21,Forward,6-6,195,William & Mary,USA,1922-04-17,3 Years,1947,https://www.nba.com/player/76615/HISTADD-andy-duncan,False,False,True,,True
Tim Duncan,,21,Center-Forward,6-11,250,Wake Forest,US Virgin Islands,"April 25, 1976",20 Years,1997 R1 Pick 1,https://www.nba.com/player/1495/tim-duncan,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1495.png,False
Mike Dunleavy,,34,Guard-Forward,6-9,230,Duke,USA,"September 15, 1980",16 Years,2002 R1 Pick 3,https://www.nba.com/player/2399/mike-dunleavy,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2399.png,False
Mike Dunleavy,,,Guard,6-3,180,South Carolina,USA,1954-03-21T00:00:00,11 Years,1976 #99,https://www.nba.com/player/76616/HISTADD-mike-dunleavy-sr,False,False,True,,True
Kris Dunn,LAC,8,Guard,6-3,205,Providence,USA,"March 18, 1994",8 Years,2016 R1 Pick 5,https://www.nba.com/player/1627739/kris-dunn,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Pat Dunn,,19,Guard,6-2,170,Utah State,USA,1931-03-17,1 Years,1956,https://www.nba.com/player/76617/HISTADD-pat-dunn,False,False,True,,True
Ryan Dunn,PHX,0,Forward,6-8,216,Virginia,USA,"January 7, 2003",Rookie,2024 R1 Pick 28,https://www.nba.com/player/1642346/ryan-dunn,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
T.R. Dunn,,23,Guard,6-4,192,Alabama,USA,1955-02-01T00:00:00,14 Years,1977 #41,https://www.nba.com/player/76618/HISTADD-tr-dunn,False,False,True,,True
Ronald Dupree,,,Forward,6-7,209,Louisiana State,USA,"January 26, 1981",7 Years,Undrafted,https://www.nba.com/player/2648/ronald-dupree,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Kevin Durant,PHX,35,Forward,6-11,240,Texas,USA,"September 29, 1988",16 Years,2007 R1 Pick 2,https://www.nba.com/player/201142/kevin-durant,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Jalen Duren,DET,0,Center,6-10,250,Memphis,USA,"November 18, 2003",2 Years,2022 R1 Pick 13,https://www.nba.com/player/1631105/jalen-duren,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
John Duren,,44,Guard,6-3,195,Georgetown,USA,1958-10-30T00:00:00,3 Years,1980 #19,https://www.nba.com/player/76619/HISTADD-john-duren,False,False,True,,True
Pat Durham,,30,Forward,6-7,210,Colorado State,USA,"March 10, 1967",2 Years,1989 R2 Pick 35,https://www.nba.com/player/1090/pat-durham,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1090.png,False
Devin Durrant,,17,Forward,6-7,200,Brigham Young,USA,1960-10-20T00:00:00,2 Years,1984 #25,https://www.nba.com/player/76621/HISTADD-devin-durrant,False,False,True,,True
Ken Durrett,,33,Forward,6-7,190,La Salle,USA,1948-12-08T00:00:00,4 Years,1971 #4,https://www.nba.com/player/76622/HISTADD-ken-durrett,False,False,True,,True
Trevon Duval,,0,Guard,6-2,189,Duke,USA,"August 3, 1998",2 Years,Undrafted,https://www.nba.com/player/1628979/trevon-duval,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628979.png,False
Jack Dwan,,19,Forward,6-4,200,Loyola-Chicago,USA,1921-05-03T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/76624/HISTADD-jack-dwan,False,False,True,,True
Craig Dykema,,35,Forward,6-8,190,Long Beach State,USA,1959-06-11T00:00:00,1 Years,1981 #66,https://www.nba.com/player/76625/HISTADD-craig-dykema,False,False,True,,True
Gene Dyker,,5,Forward,6-6,225,DePaul,USA,1930-02-17,1 Years,1953,https://www.nba.com/player/76626/HISTADD-gene-dyker,False,False,True,,True
Jerome Dyson,,11,Guard,6-3,180,Connecticut,USA,"May 1, 1987",2 Years,Undrafted,https://www.nba.com/player/202406/jerome-dyson,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Ledell Eackles,,21,Guard,6-5,231,New Orleans,USA,"November 24, 1966",7 Years,1988 R2 Pick 36,https://www.nba.com/player/289/ledell-eackles,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Jim Eakins,,24,Center,6-11,215,Brigham Young,USA,1946-05-24T00:00:00,2 Years,1968 #57,https://www.nba.com/player/76628/HISTADD-jimbo-eakins,False,False,True,,True
Acie Earl,,55,Forward-Center,6-11,240,Iowa,USA,"June 23, 1970",4 Years,1993 R1 Pick 19,https://www.nba.com/player/768/acie-earl,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Ed Earle,,6,Forward,6-3,190,Loyola-Chicago,USA,1927-04-28T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/76630/HISTADD-ed-earle,False,False,True,,True
Cleanthony Early,,11,Forward,6-8,210,Wichita State,USA,"April 17, 1991",3 Years,2014 R2 Pick 34,https://www.nba.com/player/203921/cleanthony-early,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203921.png,False
Tari Eason,HOU,17,Forward,6-8,215,Louisiana State,USA,"May 10, 2001",2 Years,2022 R1 Pick 17,https://www.nba.com/player/1631106/tari-eason,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Mark Eaton,,53,Center,7-4,275,UCLA,USA,1957-01-24T00:00:00,11 Years,1982 #72,https://www.nba.com/player/76631/HISTADD-mark-eaton,False,False,True,,True
Jerry Eaves,,22,Guard,6-4,180,Louisville,USA,1959-02-08T00:00:00,4 Years,1982 #55,https://www.nba.com/player/76632/HISTADD-jerry-eaves,False,False,True,,True
Devin Ebanks,,3,Forward,6-9,215,West Virginia,USA,"October 28, 1989",4 Years,2010 R2 Pick 43,https://www.nba.com/player/202365/devin-ebanks,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Bill Ebben,,6,Guard,6-4,190,Detroit,USA,1935-10-07T00:00:00,1 Years,1957 #18,https://www.nba.com/player/76633/HISTADD-bill-ebben,False,False,True,,True
Al Eberhard,,44,Forward,6-6,225,Missouri,USA,1952-05-10T00:00:00,4 Years,1974 #15,https://www.nba.com/player/76634/HISTADD-al-eberhard,False,False,True,,True
Ndudi Ebi,,44,Forward,6-9,195,Westbury Christian HS (TX),USA,"June 18, 1984",3 Years,2003 R1 Pick 26,https://www.nba.com/player/2569/ndudi-ebi,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2569.png,False
Jaime Echenique,,,Center,6-10,258,Wichita State,Colombia,"April 27, 1997",2 Years,Undrafted,https://www.nba.com/player/1630693/jaime-echenique,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Jarell Eddie,,31,Guard-Forward,6-7,218,Virginia Tech,USA,"October 30, 1991",3 Years,Undrafted,https://www.nba.com/player/204067/jarell-eddie,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/204067.png,False
Patrick Eddie,,41,Center,6-11,240,Mississippi,USA,1967-12-27T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/76635/HISTADD-patrick-eddie,False,False,True,,True
Thomas Eddleman,,12,Forward,6-2,189,Illinois,USA,1922-12-27,4 Years,1949,https://www.nba.com/player/76636/HISTADD-dike-eddleman,False,False,True,,True
Kent Edelin,,,Forward,6-8,205,Virginia,USA,1962-05-24T00:00:00,1 Years,1984 #140,https://www.nba.com/player/76637/HISTADD-kent-edelin,False,False,True,,True
Zach Edey,MEM,14,Center,7-4,305,Purdue,Canada,"May 14, 2002",Rookie,2024 R1 Pick 9,https://www.nba.com/player/1641744/zach-edey,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Keith Edmonson,,10,Guard,6-5,195,Purdue,USA,1960-09-28T00:00:00,2 Years,1982 #10,https://www.nba.com/player/76638/HISTADD-keith-edmonson,False,False,True,,True
Tyus Edney,,2,Guard,5-10,166,UCLA,USA,"February 14, 1973",4 Years,1995 R2 Pick 47,https://www.nba.com/player/721/tyus-edney,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Anthony Edwards,MIN,5,Guard,6-4,225,Georgia,USA,"August 5, 2001",4 Years,2020 R1 Pick 1,https://www.nba.com/player/1630162/anthony-edwards,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Bill Edwards,,40,Forward,6-8,215,Wright State,USA,1971-09-22T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/76646/HISTADD-bill-edwards,False,False,True,,True
Blue Edwards,,,Forward,6-4,200,East Carolina,USA,"October 31, 1965",10 Years,1989 R1 Pick 21,https://www.nba.com/player/898/blue-edwards,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Carsen Edwards,,4,Guard,5-11,200,Purdue,USA,"March 12, 1998",4 Years,2019 R2 Pick 33,https://www.nba.com/player/1629035/carsen-edwards,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629035.png,False
Corsley Edwards,,,Forward,6-9,275,Central Connecticut State,USA,"March 5, 1979",1 Year,2002 R2 Pick 57,https://www.nba.com/player/2451/corsley-edwards,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2451.png,False
Doug Edwards,,32,Forward,6-7,235,Florida State,USA,"January 21, 1971",3 Years,1993 R1 Pick 15,https://www.nba.com/player/346/doug-edwards,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Franklin Edwards,,10,Guard,6-1,170,Cleveland State,USA,1959-02-02T00:00:00,7 Years,1981 #22,https://www.nba.com/player/76641/HISTADD-franklin-edwards,False,False,True,,True
James Edwards,,53,Center,7-1,252,Washington,USA,"November 22, 1955",19 Years,1977 R3 Pick 46,https://www.nba.com/player/229/james-edwards,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/229.png,False
Jay Edwards,,3,Forward,6-4,185,Indiana,USA,1969-01-03T00:00:00,1 Years,1989 #33,https://www.nba.com/player/76643/HISTADD-jay-edwards,False,False,True,,True
Jesse Edwards,MIN,14,Center,7-0,236,West Virginia,Netherlands,"March 18, 2000",Rookie,Undrafted,https://www.nba.com/player/1642399/jesse-edwards,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
John Edwards,,54,Center,7-0,275,Kent State,USA,"July 31, 1981",3 Years,Undrafted,https://www.nba.com/player/2823/john-edwards,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Justin Edwards,PHI,19,Forward,6-7,203,Kentucky,USA,"December 16, 2003",Rookie,Undrafted,https://www.nba.com/player/1642348/tmp-justin-edwards,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Kessler Edwards,DAL,20,Forward,6-7,203,Pepperdine,USA,"August 9, 2000",3 Years,2021 R2 Pick 44,https://www.nba.com/player/1630556/kessler-edwards,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Kevin Edwards,,21,Guard,6-3,210,DePaul,USA,"October 30, 1965",11 Years,1988 R1 Pick 20,https://www.nba.com/player/236/kevin-edwards,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Rob Edwards,,,Guard,6-5,205,Arizona State,USA,"January 20, 1997",2 Years,Undrafted,https://www.nba.com/player/1630306/rob-edwards,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
