season,season_start,season_end,award,team_rank,player,player_id,position,lg,voting,age,tm,g,mp,pts,trb,ast,stl,blk,fgpct,3ppct,ftpct,ws,ws_48,9999,coach,w,l,w_lpct,games
1974-75,1974,2075,all_defense_teams,1st,Walt Frazier,fraziwa01,,NBA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_defense_teams,2nd,Dave Cowens,cowenda01,,NBA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_defense_teams,1st,Artis Gilmore,gilmoar01,,ABA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_defense_teams,1st,Dave DeBusschere,debusda01,,NBA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_defense_teams,2nd,Elvin Hayes,hayesel01,,NBA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_defense_teams,1st,Julius Keye,juliuskeye_na,,ABA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_defense_teams,1st,Dave DeBusschere,debusda01,,NBA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_defense_teams,2nd,Mike Riordan,riordmi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_defense_teams,1st,Artis Gilmore,gilmoar01,,ABA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_defense_teams,1st,Dave DeBusschere,debusda01,,NBA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_defense_teams,2nd,Bob Love,lovebo010,,NBA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_defense_teams,1st,Walt Frazier,fraziwa01,,NBA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_defense_teams,2nd,John Havlicek,havlijo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_defense_teams,1st,Walt Frazier,fraziwa01,,NBA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_defense_teams,2nd,Bill Bridges,bridgbi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_defense_teams,1st,Walt Frazier,fraziwa01,,NBA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_defense_teams,2nd,John Havlicek,havlijo01,,NBA,,,,,,,,,,,,,,,,,,,,,
2024-25,2024,2025,all_defense_teams,1st,Draymond Green,greendr01,,NBA,,,,,,,,,,,,,,,,,,,,,
2024-25,2024,2025,all_defense_teams,2nd,Jaren Jackson,jacksja01,,NBA,,,,,,,,,,,,,,,,,,,,,
2023-24,2023,2024,all_defense_teams,1st,Bam Adebayo,adebaba01,,NBA,,,,,,,,,,,,,,,,,,,,,
2023-24,2023,2024,all_defense_teams,2nd,Derrick White,whitede01,,NBA,,,,,,,,,,,,,,,,,,,,,
2022-23,2022,2023,all_defense_teams,1st,Jaren Jackson,jacksja01,,NBA,,,,,,,,,,,,,,,,,,,,,
2022-23,2022,2023,all_defense_teams,2nd,Dillon Brooks,brookdi01,,NBA,,,,,,,,,,,,,,,,,,,,,
2021-22,2021,2022,all_defense_teams,1st,Rudy Gobert,goberru01,,NBA,,,,,,,,,,,,,,,,,,,,,
2021-22,2021,2022,all_defense_teams,2nd,Jrue Holiday,holidjr01,,NBA,,,,,,,,,,,,,,,,,,,,,
2020-21,2020,2021,all_defense_teams,1st,Draymond Green,greendr01,,NBA,,,,,,,,,,,,,,,,,,,,,
2020-21,2020,2021,all_defense_teams,2nd,Joel Embiid,embiijo01,,NBA,,,,,,,,,,,,,,,,,,,,,
2019-20,2019,2020,all_defense_teams,1st,Ben Simmons,simmobe01,,NBA,,,,,,,,,,,,,,,,,,,,,
2019-20,2019,2020,all_defense_teams,2nd,Bam Adebayo,adebaba01,,NBA,,,,,,,,,,,,,,,,,,,,,
2018-19,2018,2019,all_defense_teams,1st,Giannis Antetokounmpo,antetgi01,,NBA,,,,,,,,,,,,,,,,,,,,,
2018-19,2018,2019,all_defense_teams,2nd,Joel Embiid,embiijo01,,NBA,,,,,,,,,,,,,,,,,,,,,
2017-18,2017,2018,all_defense_teams,1st,Victor Oladipo,oladivi01,,NBA,,,,,,,,,,,,,,,,,,,,,
2017-18,2017,2018,all_defense_teams,2nd,Al Horford,horfoal01,,NBA,,,,,,,,,,,,,,,,,,,,,
2016-17,2016,2017,all_defense_teams,1st,Rudy Gobert,goberru01,,NBA,,,,,,,,,,,,,,,,,,,,,
2016-17,2016,2017,all_defense_teams,2nd,Andre Roberson,roberan01,,NBA,,,,,,,,,,,,,,,,,,,,,
2015-16,2015,2016,all_defense_teams,1st,DeAndre Jordan,jordade01,,NBA,,,,,,,,,,,,,,,,,,,,,
2015-16,2015,2016,all_defense_teams,2nd,Hassan Whiteside,whiteha01,,NBA,,,,,,,,,,,,,,,,,,,,,
2014-15,2014,2015,all_defense_teams,1st,Tony Allen,allento01,,NBA,,,,,,,,,,,,,,,,,,,,,
2014-15,2014,2015,all_defense_teams,2nd,Andrew Bogut,bogutan01,,NBA,,,,,,,,,,,,,,,,,,,,,
2013-14,2013,2014,all_defense_teams,1st,Chris Paul,paulch010,,NBA,,,,,,,,,,,,,,,,,,,,,
2013-14,2013,2014,all_defense_teams,2nd,Jimmy Butler,jimmybutler_na,,NBA,,,,,,,,,,,,,,,,,,,,,
2012-13,2012,2013,all_defense_teams,1st,LeBron James,jamesle01,,NBA,,,,,,,,,,,,,,,,,,,,,
2012-13,2012,2013,all_defense_teams,2nd,Tim Duncan,duncati01,,NBA,,,,,,,,,,,,,,,,,,,,,
2011-12,2011,2012,all_defense_teams,1st,Serge Ibaka,ibakase01,,NBA,,,,,,,,,,,,,,,,,,,,,
2011-12,2011,2012,all_defense_teams,2nd,Luol Deng,denglu010,,NBA,,,,,,,,,,,,,,,,,,,,,
2010-11,2010,2011,all_defense_teams,1st,Dwight Howard,howardw01,,NBA,,,,,,,,,,,,,,,,,,,,,
2010-11,2010,2011,all_defense_teams,2nd,Andre Iguodala,iguodan01,,NBA,,,,,,,,,,,,,,,,,,,,,
2009-10,2009,2010,all_defense_teams,1st,LeBron James,jamesle01,,NBA,,,,,,,,,,,,,,,,,,,,,
2009-10,2009,2010,all_defense_teams,2nd,Josh Smith,smithjo02,,NBA,,,,,,,,,,,,,,,,,,,,,
2008-09,2008,2009,all_defense_teams,1st,Dwight Howard,howardw01,,NBA,,,,,,,,,,,,,,,,,,,,,
2008-09,2008,2009,all_defense_teams,2nd,Tim Duncan,duncati01,,NBA,,,,,,,,,,,,,,,,,,,,,
2007-08,2007,2008,all_defense_teams,1st,Marcus Camby,cambyma01,,NBA,,,,,,,,,,,,,,,,,,,,,
2007-08,2007,2008,all_defense_teams,2nd,Dwight Howard,howardw01,,NBA,,,,,,,,,,,,,,,,,,,,,
2006-07,2006,2007,all_defense_teams,1st,Kobe Bryant,bryanko01,,NBA,,,,,,,,,,,,,,,,,,,,,
2006-07,2006,2007,all_defense_teams,2nd,Jason Kidd,kiddja010,,NBA,,,,,,,,,,,,,,,,,,,,,
2005-06,2005,2006,all_defense_teams,1st,Andrei Kirilenko,kirilan01,,NBA,,,,,,,,,,,,,,,,,,,,,
2005-06,2005,2006,all_defense_teams,2nd,Tim Duncan,duncati01,,NBA,,,,,,,,,,,,,,,,,,,,,
2004-05,2004,2005,all_defense_teams,1st,Kevin Garnett,garneke01,,NBA,,,,,,,,,,,,,,,,,,,,,
2004-05,2004,2005,all_defense_teams,2nd,Andrei Kirilenko,kirilan01,,NBA,,,,,,,,,,,,,,,,,,,,,
2003-04,2003,2004,all_defense_teams,1st,Kobe Bryant,bryanko01,,NBA,,,,,,,,,,,,,,,,,,,,,
2003-04,2003,2004,all_defense_teams,2nd,Jason Kidd,kiddja010,,NBA,,,,,,,,,,,,,,,,,,,,,
2002-03,2002,2003,all_defense_teams,1st,Tim Duncan,duncati01,,NBA,,,,,,,,,,,,,,,,,,,,,
2002-03,2002,2003,all_defense_teams,2nd,Jason Kidd,kiddja010,,NBA,,,,,,,,,,,,,,,,,,,,,
2001-02,2001,2002,all_defense_teams,1st,Jason Kidd,kiddja010,,NBA,,,,,,,,,,,,,,,,,,,,,
2001-02,2001,2002,all_defense_teams,2nd,Doug Christie,chrisdo01,,NBA,,,,,,,,,,,,,,,,,,,,,
2000-01,2000,2001,all_defense_teams,1st,Jason Kidd,kiddja010,,NBA,,,,,,,,,,,,,,,,,,,,,
2000-01,2000,2001,all_defense_teams,2nd,Kobe Bryant,bryanko01,,NBA,,,,,,,,,,,,,,,,,,,,,
1999-00,1999,2000,all_defense_teams,1st,Kevin Garnett,garneke01,,NBA,,,,,,,,,,,,,,,,,,,,,
1999-00,1999,2000,all_defense_teams,2nd,Shaquille O'Neal,onealsh01,,NBA,,,,,,,,,,,,,,,,,,,,,
1998-99,1998,2099,all_defense_teams,1st,Alonzo Mourning,mournal01,,NBA,,,,,,,,,,,,,,,,,,,,,
1998-99,1998,2099,all_defense_teams,2nd,Eddie Jones,jonesed01,,NBA,,,,,,,,,,,,,,,,,,,,,
1997-98,1997,2098,all_defense_teams,1st,Dikembe Mutombo,mutomdi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1997-98,1997,2098,all_defense_teams,2nd,Eddie Jones,jonesed01,,NBA,,,,,,,,,,,,,,,,,,,,,
1996-97,1996,2097,all_defense_teams,1st,Dikembe Mutombo,mutomdi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1996-97,1996,2097,all_defense_teams,2nd,Anthony Mason,masonan01,,NBA,,,,,,,,,,,,,,,,,,,,,
1995-96,1995,2096,all_defense_teams,1st,Scottie Pippen,pippesc01,,NBA,,,,,,,,,,,,,,,,,,,,,
1995-96,1995,2096,all_defense_teams,2nd,Derrick McKey,mckeyde01,,NBA,,,,,,,,,,,,,,,,,,,,,
1994-95,1994,2095,all_defense_teams,1st,Scottie Pippen,pippesc01,,NBA,,,,,,,,,,,,,,,,,,,,,
1994-95,1994,2095,all_defense_teams,2nd,Nate McMillan,mcmilna01,,NBA,,,,,,,,,,,,,,,,,,,,,
1993-94,1993,2094,all_defense_teams,1st,Hakeem Olajuwon,olajuha01,,NBA,,,,,,,,,,,,,,,,,,,,,
1993-94,1993,2094,all_defense_teams,2nd,David Robinson,robinda01,,NBA,,,,,,,,,,,,,,,,,,,,,
1992-93,1992,2093,all_defense_teams,1st,Hakeem Olajuwon,olajuha01,,NBA,,,,,,,,,,,,,,,,,,,,,
1992-93,1992,2093,all_defense_teams,2nd,Larry Nance,nancela01,,NBA,,,,,,,,,,,,,,,,,,,,,
1991-92,1991,2092,all_defense_teams,1st,Scottie Pippen,pippesc01,,NBA,,,,,,,,,,,,,,,,,,,,,
1991-92,1991,2092,all_defense_teams,2nd,John Stockton,stockjo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1990-91,1990,2091,all_defense_teams,1st,David Robinson,robinda01,,NBA,,,,,,,,,,,,,,,,,,,,,
1990-91,1990,2091,all_defense_teams,2nd,Hakeem Olajuwon,olajuha01,,NBA,,,,,,,,,,,,,,,,,,,,,
1989-90,1989,2090,all_defense_teams,1st,Hakeem Olajuwon,olajuha01,,NBA,,,,,,,,,,,,,,,,,,,,,
1989-90,1989,2090,all_defense_teams,2nd,Kevin McHale,mchalke01,,NBA,,,,,,,,,,,,,,,,,,,,,
1988-89,1988,2089,all_defense_teams,1st,Michael Jordan,jordami01,,NBA,,,,,,,,,,,,,,,,,,,,,
1988-89,1988,2089,all_defense_teams,2nd,Kevin McHale,mchalke01,,NBA,,,,,,,,,,,,,,,,,,,,,
1987-88,1987,2088,all_defense_teams,1st,Rodney McCray,mccraro01,,NBA,,,,,,,,,,,,,,,,,,,,,
1987-88,1987,2088,all_defense_teams,2nd,Alvin Robertson,roberal01,,NBA,,,,,,,,,,,,,,,,,,,,,
1986-87,1986,2087,all_defense_teams,1st,Kevin McHale,mchalke01,,NBA,,,,,,,,,,,,,,,,,,,,,
1986-87,1986,2087,all_defense_teams,2nd,Derek Harper,harpede01,,NBA,,,,,,,,,,,,,,,,,,,,,
1985-86,1985,2086,all_defense_teams,1st,Kevin McHale,mchalke01,,NBA,,,,,,,,,,,,,,,,,,,,,
1985-86,1985,2086,all_defense_teams,2nd,Bill Hanzlik,hanzlbi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1984-85,1984,2085,all_defense_teams,1st,Mark Eaton,eatonma01,,NBA,,,,,,,,,,,,,,,,,,,,,
1984-85,1984,2085,all_defense_teams,2nd,Bobby Jones,jonesbo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1983-84,1983,2084,all_defense_teams,1st,Bobby Jones,jonesbo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1983-84,1983,2084,all_defense_teams,2nd,T.R. Dunn,dunntr010,,NBA,,,,,,,,,,,,,,,,,,,,,
1982-83,1982,2083,all_defense_teams,1st,Sidney Moncrief,moncrsi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1982-83,1982,2083,all_defense_teams,2nd,T.R. Dunn,dunntr010,,NBA,,,,,,,,,,,,,,,,,,,,,
1981-82,1981,2082,all_defense_teams,1st,Bobby Jones,jonesbo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1981-82,1981,2082,all_defense_teams,2nd,Sidney Moncrief,moncrsi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1980-81,1980,2081,all_defense_teams,1st,Bobby Jones,jonesbo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1980-81,1980,2081,all_defense_teams,2nd,Dan Roundfield,roundda01,,NBA,,,,,,,,,,,,,,,,,,,,,
1979-80,1979,2080,all_defense_teams,1st,Bobby Jones,jonesbo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1979-80,1979,2080,all_defense_teams,2nd,Eddie Johnson,johnsed01,,NBA,,,,,,,,,,,,,,,,,,,,,
1978-79,1978,2079,all_defense_teams,1st,Bob Dandridge,dandrbo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1978-79,1978,2079,all_defense_teams,2nd,Eddie Johnson,johnsed01,,NBA,,,,,,,,,,,,,,,,,,,,,
1977-78,1977,2078,all_defense_teams,1st,Bobby Jones,jonesbo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1977-78,1977,2078,all_defense_teams,2nd,Bob Gross,grossbo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1976-77,1976,2077,all_defense_teams,1st,Bobby Jones,jonesbo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1976-77,1976,2077,all_defense_teams,2nd,Don Chaney,chanedo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_defense_teams,1st,Paul Silas,silaspa01,,NBA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_defense_teams,2nd,Jim Cleamons,cleamji01,,NBA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_defense_teams,1st,Artis Gilmore,gilmoar01,,ABA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_defense_teams,1st,John Havlicek,havlijo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_defense_teams,2nd,Elvin Hayes,hayesel01,,NBA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_defense_teams,1st,Bobby Jones,jonesbo01,,ABA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_defense_teams,1st,John Havlicek,havlijo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_defense_teams,2nd,Bob Love,lovebo010,,NBA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_defense_teams,1st,Ted McClain,tedmcclain_na,,ABA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_defense_teams,1st,Walt Frazier,fraziwa01,,NBA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_defense_teams,2nd,Paul Silas,silaspa01,,NBA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_defense_teams,1st,Fatty Taylor,fattytaylor_na,,ABA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_defense_teams,1st,John Havlicek,havlijo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_defense_teams,2nd,Paul Silas,silaspa01,,NBA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_defense_teams,1st,Gus Johnson,johnsgu01,,NBA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_defense_teams,2nd,Paul Silas,silaspa01,,NBA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_defense_teams,1st,Gus Johnson,johnsgu01,,NBA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_defense_teams,2nd,Joe Caldwell,caldwjo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_defense_teams,1st,Bill Russell,russebi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_defense_teams,2nd,Rudy LaRusso,larusru01,,NBA,,,,,,,,,,,,,,,,,,,,,
2024-25,2024,2025,all_defense_teams,1st,Evan Mobley,mobleev01,,NBA,,,,,,,,,,,,,,,,,,,,,
2024-25,2024,2025,all_defense_teams,2nd,Jalen Williams,willija01,,NBA,,,,,,,,,,,,,,,,,,,,,
2023-24,2023,2024,all_defense_teams,1st,Herbert Jones,joneshe01,,NBA,,,,,,,,,,,,,,,,,,,,,
2023-24,2023,2024,all_defense_teams,2nd,Jaden McDaniels,mcdanja01,,NBA,,,,,,,,,,,,,,,,,,,,,
2022-23,2022,2023,all_defense_teams,1st,Brook Lopez,lopezbr01,,NBA,,,,,,,,,,,,,,,,,,,,,
2022-23,2022,2023,all_defense_teams,2nd,Draymond Green,greendr01,,NBA,,,,,,,,,,,,,,,,,,,,,
2021-22,2021,2022,all_defense_teams,1st,Jaren Jackson,jacksja01,,NBA,,,,,,,,,,,,,,,,,,,,,
2021-22,2021,2022,all_defense_teams,2nd,Matisse Thybulle,thybuma01,,NBA,,,,,,,,,,,,,,,,,,,,,
2020-21,2020,2021,all_defense_teams,1st,Jrue Holiday,holidjr01,,NBA,,,,,,,,,,,,,,,,,,,,,
2020-21,2020,2021,all_defense_teams,2nd,Matisse Thybulle,thybuma01,,NBA,,,,,,,,,,,,,,,,,,,,,
2019-20,2019,2020,all_defense_teams,1st,Rudy Gobert,goberru01,,NBA,,,,,,,,,,,,,,,,,,,,,
2019-20,2019,2020,all_defense_teams,2nd,Patrick Beverley,beverpa01,,NBA,,,,,,,,,,,,,,,,,,,,,
2018-19,2018,2019,all_defense_teams,1st,Marcus Smart,smartma01,,NBA,,,,,,,,,,,,,,,,,,,,,
2018-19,2018,2019,all_defense_teams,2nd,Draymond Green,greendr01,,NBA,,,,,,,,,,,,,,,,,,,,,
2017-18,2017,2018,all_defense_teams,1st,Robert Covington,covinro01,,NBA,,,,,,,,,,,,,,,,,,,,,
2017-18,2017,2018,all_defense_teams,2nd,Dejounte Murray,murrade01,,NBA,,,,,,,,,,,,,,,,,,,,,
2016-17,2016,2017,all_defense_teams,1st,Patrick Beverley,beverpa01,,NBA,,,,,,,,,,,,,,,,,,,,,
2016-17,2016,2017,all_defense_teams,2nd,Anthony Davis,davisan01,,NBA,,,,,,,,,,,,,,,,,,,,,
2015-16,2015,2016,all_defense_teams,1st,Avery Bradley,bradlav01,,NBA,,,,,,,,,,,,,,,,,,,,,
2015-16,2015,2016,all_defense_teams,2nd,Tony Allen,allento01,,NBA,,,,,,,,,,,,,,,,,,,,,
2014-15,2014,2015,all_defense_teams,1st,DeAndre Jordan,jordade01,,NBA,,,,,,,,,,,,,,,,,,,,,
2014-15,2014,2015,all_defense_teams,2nd,John Wall,walljo010,,NBA,,,,,,,,,,,,,,,,,,,,,
2013-14,2013,2014,all_defense_teams,1st,Serge Ibaka,ibakase01,,NBA,,,,,,,,,,,,,,,,,,,,,
2013-14,2013,2014,all_defense_teams,2nd,Kawhi Leonard,leonaka01,,NBA,,,,,,,,,,,,,,,,,,,,,
2012-13,2012,2013,all_defense_teams,1st,Chris Paul,paulch010,,NBA,,,,,,,,,,,,,,,,,,,,,
2012-13,2012,2013,all_defense_teams,2nd,Marc Gasol,gasolma01,,NBA,,,,,,,,,,,,,,,,,,,,,
2011-12,2011,2012,all_defense_teams,1st,LeBron James,jamesle01,,NBA,,,,,,,,,,,,,,,,,,,,,
2011-12,2011,2012,all_defense_teams,2nd,Kevin Garnett,garneke01,,NBA,,,,,,,,,,,,,,,,,,,,,
2010-11,2010,2011,all_defense_teams,1st,LeBron James,jamesle01,,NBA,,,,,,,,,,,,,,,,,,,,,
2010-11,2010,2011,all_defense_teams,2nd,Joakim Noah,noahjo010,,NBA,,,,,,,,,,,,,,,,,,,,,
2009-10,2009,2010,all_defense_teams,1st,Rajon Rondo,rondora01,,NBA,,,,,,,,,,,,,,,,,,,,,
2009-10,2009,2010,all_defense_teams,2nd,Anderson Varejão,andersonvarejão_na,,NBA,,,,,,,,,,,,,,,,,,,,,
2008-09,2008,2009,all_defense_teams,1st,LeBron James,jamesle01,,NBA,,,,,,,,,,,,,,,,,,,,,
2008-09,2008,2009,all_defense_teams,2nd,Rajon Rondo,rondora01,,NBA,,,,,,,,,,,,,,,,,,,,,
2007-08,2007,2008,all_defense_teams,1st,Tim Duncan,duncati01,,NBA,,,,,,,,,,,,,,,,,,,,,
2007-08,2007,2008,all_defense_teams,2nd,Chris Paul,paulch010,,NBA,,,,,,,,,,,,,,,,,,,,,
2006-07,2006,2007,all_defense_teams,1st,Marcus Camby,cambyma01,,NBA,,,,,,,,,,,,,,,,,,,,,
2006-07,2006,2007,all_defense_teams,2nd,Tayshaun Prince,princta02,,NBA,,,,,,,,,,,,,,,,,,,,,
2005-06,2005,2006,all_defense_teams,1st,Ben Wallace,wallabe01,,NBA,,,,,,,,,,,,,,,,,,,,,
2005-06,2005,2006,all_defense_teams,2nd,Kevin Garnett,garneke01,,NBA,,,,,,,,,,,,,,,,,,,,,
2004-05,2004,2005,all_defense_teams,1st,Larry Hughes,hughela01,,NBA,,,,,,,,,,,,,,,,,,,,,
2004-05,2004,2005,all_defense_teams,2nd,Tayshaun Prince,princta02,,NBA,,,,,,,,,,,,,,,,,,,,,
2003-04,2003,2004,all_defense_teams,1st,Kevin Garnett,garneke01,,NBA,,,,,,,,,,,,,,,,,,,,,
2003-04,2003,2004,all_defense_teams,2nd,Andrei Kirilenko,kirilan01,,NBA,,,,,,,,,,,,,,,,,,,,,
2002-03,2002,2003,all_defense_teams,1st,Kevin Garnett,garneke01,,NBA,,,,,,,,,,,,,,,,,,,,,
2002-03,2002,2003,all_defense_teams,2nd,Shaquille O'Neal,onealsh01,,NBA,,,,,,,,,,,,,,,,,,,,,
2001-02,2001,2002,all_defense_teams,1st,Gary Payton,paytoga01,,NBA,,,,,,,,,,,,,,,,,,,,,
2001-02,2001,2002,all_defense_teams,2nd,Dikembe Mutombo,mutomdi01,,NBA,,,,,,,,,,,,,,,,,,,,,
2000-01,2000,2001,all_defense_teams,1st,Dikembe Mutombo,mutomdi01,,NBA,,,,,,,,,,,,,,,,,,,,,
2000-01,2000,2001,all_defense_teams,2nd,Doug Christie,chrisdo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1999-00,1999,2000,all_defense_teams,1st,Alonzo Mourning,mournal01,,NBA,,,,,,,,,,,,,,,,,,,,,
1999-00,1999,2000,all_defense_teams,2nd,Scottie Pippen,pippesc01,,NBA,,,,,,,,,,,,,,,,,,,,,
1998-99,1998,2099,all_defense_teams,1st,Gary Payton,paytoga01,,NBA,,,,,,,,,,,,,,,,,,,,,
1998-99,1998,2099,all_defense_teams,2nd,Dikembe Mutombo,mutomdi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1997-98,1997,2098,all_defense_teams,1st,Gary Payton,paytoga01,,NBA,,,,,,,,,,,,,,,,,,,,,
1997-98,1997,2098,all_defense_teams,2nd,Charles Oakley,oaklech01,,NBA,,,,,,,,,,,,,,,,,,,,,
1996-97,1996,2097,all_defense_teams,1st,Gary Payton,paytoga01,,NBA,,,,,,,,,,,,,,,,,,,,,
1996-97,1996,2097,all_defense_teams,2nd,Hakeem Olajuwon,olajuha01,,NBA,,,,,,,,,,,,,,,,,,,,,
1995-96,1995,2096,all_defense_teams,1st,David Robinson,robinda01,,NBA,,,,,,,,,,,,,,,,,,,,,
1995-96,1995,2096,all_defense_teams,2nd,Hakeem Olajuwon,olajuha01,,NBA,,,,,,,,,,,,,,,,,,,,,
1994-95,1994,2095,all_defense_teams,1st,David Robinson,robinda01,,NBA,,,,,,,,,,,,,,,,,,,,,
1994-95,1994,2095,all_defense_teams,2nd,Dikembe Mutombo,mutomdi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1993-94,1993,2094,all_defense_teams,1st,Gary Payton,paytoga01,,NBA,,,,,,,,,,,,,,,,,,,,,
1993-94,1993,2094,all_defense_teams,2nd,Dennis Rodman,rodmade01,,NBA,,,,,,,,,,,,,,,,,,,,,
1992-93,1992,2093,all_defense_teams,1st,Scottie Pippen,pippesc01,,NBA,,,,,,,,,,,,,,,,,,,,,
1992-93,1992,2093,all_defense_teams,2nd,David Robinson,robinda01,,NBA,,,,,,,,,,,,,,,,,,,,,
1991-92,1991,2092,all_defense_teams,1st,David Robinson,robinda01,,NBA,,,,,,,,,,,,,,,,,,,,,
1991-92,1991,2092,all_defense_teams,2nd,Buck Williams,willibu01,,NBA,,,,,,,,,,,,,,,,,,,,,
1990-91,1990,2091,all_defense_teams,1st,Dennis Rodman,rodmade01,,NBA,,,,,,,,,,,,,,,,,,,,,
1990-91,1990,2091,all_defense_teams,2nd,Scottie Pippen,pippesc01,,NBA,,,,,,,,,,,,,,,,,,,,,
1989-90,1989,2090,all_defense_teams,1st,Dennis Rodman,rodmade01,,NBA,,,,,,,,,,,,,,,,,,,,,
1989-90,1989,2090,all_defense_teams,2nd,Alvin Robertson,roberal01,,NBA,,,,,,,,,,,,,,,,,,,,,
1988-89,1988,2089,all_defense_teams,1st,Larry Nance,nancela01,,NBA,,,,,,,,,,,,,,,,,,,,,
1988-89,1988,2089,all_defense_teams,2nd,Alvin Robertson,roberal01,,NBA,,,,,,,,,,,,,,,,,,,,,
1987-88,1987,2088,all_defense_teams,1st,Kevin McHale,mchalke01,,NBA,,,,,,,,,,,,,,,,,,,,,
1987-88,1987,2088,all_defense_teams,2nd,Buck Williams,willibu01,,NBA,,,,,,,,,,,,,,,,,,,,,
1986-87,1986,2087,all_defense_teams,1st,Hakeem Olajuwon,olajuha01,,NBA,,,,,,,,,,,,,,,,,,,,,
1986-87,1986,2087,all_defense_teams,2nd,Rodney McCray,mccraro01,,NBA,,,,,,,,,,,,,,,,,,,,,
1985-86,1985,2086,all_defense_teams,1st,Sidney Moncrief,moncrsi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1985-86,1985,2086,all_defense_teams,2nd,Dennis Johnson,johnsde02,,NBA,,,,,,,,,,,,,,,,,,,,,
1984-85,1984,2085,all_defense_teams,1st,Sidney Moncrief,moncrsi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1984-85,1984,2085,all_defense_teams,2nd,Hakeem Olajuwon,olajuha01,,NBA,,,,,,,,,,,,,,,,,,,,,
1983-84,1983,2084,all_defense_teams,1st,Sidney Moncrief,moncrsi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1983-84,1983,2084,all_defense_teams,2nd,Dennis Johnson,johnsde02,,NBA,,,,,,,,,,,,,,,,,,,,,
1982-83,1982,2083,all_defense_teams,1st,Dan Roundfield,roundda01,,NBA,,,,,,,,,,,,,,,,,,,,,
1982-83,1982,2083,all_defense_teams,2nd,Kevin McHale,mchalke01,,NBA,,,,,,,,,,,,,,,,,,,,,
